AccountNumber,Date,D-C-ind,Amount,Payment Method,Merchant,Description Lines,ExpenseType,ExpenseCategory
NL72ABNA0123456788,20240501,D,3.4,Debit Card,BCK*Ice & Co,"BEA, Betaalpas        BCK*Ice & Co,PAS304  NR:CT688134, 01.05.24/14:30      ALMERE",Dining,O
NL72ABNA0123456788,20240501,D,1.5,Google Pay,SumUp  *Van Enk Cards,"BEA, Google Pay       SumUp  *Van Enk Cards,PAS304    NR:12345678, 01.05.24/14:34      IJsselmuiden",Dining,O
NL72ABNA0123456788,20240501,D,9.37,Google Pay,Albert Heijn 8591,"BEA, Google Pay       Albert Heijn 8591,PAS304        NR:246H8G, 01.05.24/16:49        ALMERE",Groceries,M
NL72ABNA0123456788,20240502,D,13.62,SEPA Incasso,Unknown,SEPA Incasso algemeen doorlopend Incassant: NL47ZZZ524034240000  Naam: Nationale-Nederlanden      Machtiging: 24058919-0547586671 Omschrijving: Polisnr.: 24058919  01.05.2024 - 31.05.2024        IBAN: NL57INGB0006296331 Kenmerk: 596016112925,Others,M
NL72ABNA0123456788,20240502,D,223,SEPA Incasso,Unknown,"SEPA Incasso algemeen doorlopend Incassant: NL43B2C091055420000  Naam: Vattenfall Klantenservice  N.V.      Machtiging: M011000006034955     Omschrijving: 511720257695 Factnr 46528245616 BTW 37,55 Termijn  apr 2024 Klantnr 24510891 CRN 3014691258 Galopstraat 50 1326 RR",Others,M
NL72ABNA0123456788,20240502,D,5.93,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:8Q304Y, 02.05.24/08:13        ALMERE",Groceries,M
NL72ABNA0123456788,20240503,D,14.69,Google Pay,Vomar Literatuurwijk,"BEA, Google Pay       Vomar Literatuurwijk,PAS304     NR:100J10, 03.05.24/16:20        ALMERE",Groceries,M
NL72ABNA0123456788,20240503,D,40.03,iDEAL,Takeaway.com    ,SEPA iDEAL    IBAN: NL31ABNA0494688556        BIC: ABNANL2A Naam: Takeaway.com   Omschrijving: 4Z8Z41 00300166085 23820 bestelling Mae Faa Thai Food via Thuisbezorgd.nl   Kenmerk: 03-05-2024 19:56 0030016608523820,Groceries,M
NL72ABNA0123456788,20240504,D,19.9,Google Pay,C&M*Almere Jungle,"BEA, Google Pay       C&M*Almere Jungle,PAS304        NR:CT836896, 04.05.24/11:49      Almere",Entertainment,O
NL72ABNA0123456788,20240504,D,11.45,Google Pay,C&M*Almere Jungle,"BEA, Google Pay       C&M*Almere Jungle,PAS304        NR:CT836894, 04.05.24/13:07      Almere",Entertainment,O
NL72ABNA0123456788,20240504,D,24.5,Google Pay,BW Almere Stad POS,"BEA, Google Pay       BW Almere Stad POS,PAS304       NR:23458311, 04.05.24/15:22      Almere",Dining,O
NL72ABNA0123456788,20240504,D,5.17,Google Pay,SoLow,"BEA, Google Pay       SoLow,PAS304 NR:543N5B, 04.05.24/15:35        ALMERE",Clothing,O
NL72ABNA0123456788,20240504,D,9.52,Google Pay,Trekpleister 1172,"BEA, Google Pay       Trekpleister 1172,PAS304        NR:51DZ04, 04.05.24/15:39        ALMERE",Healthcare,M
NL72ABNA0123456788,20240504,D,3.04,Google Pay,Action 1194,"BEA, Google Pay       Action 1194,PAS304   NR:06056821, 04.05.24/13:44      Almere",Utilities,M
NL72ABNA0123456788,20240504,D,37.37,Google Pay,SAFFRAAN MINIMARKET,"BEA, Google Pay       SAFFRAAN MINIMARKET,PAS304      NR:50265073, 04.05.24/15:51      ALMERE",Groceries,M
NL72ABNA0123456788,20240504,D,10.15,Google Pay,The black cockatoo,"BEA, Google Pay       The black cockatoo,PAS304       NR:12615756, 04.05.24/15:55      Almere",Dining,O
NL72ABNA0123456788,20240505,D,3.19,Debit Card,ALBERT HEIJN 2242,"BEA, Betaalpas        ALBERT HEIJN 2242,PAS304        NR:98DD41, 05.05.24/10:43        ALMERE",Groceries,M
NL72ABNA0123456788,20240505,D,18.45,Google Pay,PAY.nl*FunZone Almere,"BEA, Google Pay       PAY.nl*FunZone Almere,PAS304    NR:Z48L82, 05.05.24/11:50        ALMERE",Entertainment,O
NL72ABNA0123456788,20240505,D,15.6,Google Pay,PAY.nl*FunZone Almere,"BEA, Google Pay       PAY.nl*FunZone Almere,PAS304    NR:Z48L82, 05.05.24/11:56        ALMERE",Entertainment,O
NL72ABNA0123456788,20240505,D,13.9,Google Pay,PAY.nl*FunZone Almere,"BEA, Google Pay       PAY.nl*FunZone Almere,PAS304    NR:Z48L82, 05.05.24/12:08        ALMERE",Entertainment,O
NL72ABNA0123456788,20240505,D,3,Google Pay,PAY.nl*FunZone Almere,"BEA, Google Pay       PAY.nl*FunZone Almere,PAS304    NR:Z48L82, 05.05.24/13:02        ALMERE",Entertainment,O
NL72ABNA0123456788,20240505,D,6,Google Pay,PAY.nl*FunZone Almere,"BEA, Google Pay       PAY.nl*FunZone Almere,PAS304    NR:Z48L82, 05.05.24/13:57        ALMERE",Entertainment,O
NL72ABNA0123456788,20240505,D,4.95,Google Pay,Mc Almere Haven,"BEA, Google Pay       Mc Almere Haven,PAS304  NR:L89R69, 05.05.24/14:22        ALMERE",Dining,O
NL72ABNA0123456788,20240506,D,3.75,Google Pay,AH to go Bijlmer5833,"BEA, Google Pay       AH to go Bijlmer5833,PAS304     NR:26KYL4, 06.05.24/09:00        AMSTERDAM ZUI",Groceries,M
NL72ABNA0123456788,20240506,D,4.78,Google Pay,ABN AMRO Amstelveen,"BEA, Google Pay       ABN AMRO Amstelveen,PAS304      NR:075818EQ, 06.05.24/12:03      AMSTELVEEN",Dining,O
NL72ABNA0123456788,20240506,D,35.36,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:584LN9, 06.05.24/17:38        ALMERE",Groceries,M
NL72ABNA0123456788,20240506,D,150,SEPA OVERBOEKING,Unknown,SEPA Overboeking      IBAN: NL21ABNA0249151187        BIC: ABNANL2A Naam: s s singh,Others,M
NL72ABNA0123456788,20240507,D,3.45,Google Pay,ABN AMRO Amstelveen,"BEA, Google Pay       ABN AMRO Amstelveen,PAS304      NR:075817EQ, 07.05.24/12:06      AMSTELVEEN",Dining,O
NL72ABNA0123456788,20240508,D,3.5,Google Pay,Robin en Kees AGF,"BEA, Google Pay       Robin en Kees AGF,PAS304        NR:G80WJL, 08.05.24/15:37        ENKHUIZEN",Groceries,M
NL72ABNA0123456788,20240508,D,10.98,Google Pay,ETOS 7433,"BEA, Google Pay       ETOS 7433,PAS304     NR:0B6T26, 08.05.24/16:55        ALMERE",Healthcare,M
NL72ABNA0123456788,20240508,D,24.68,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:584LN9, 08.05.24/18:01        ALMERE",Groceries,M
NL72ABNA0123456788,20240509,D,42.35,Google Pay,Restaurant de Smidse,"BEA, Google Pay       Restaurant de Smidse,PAS304     NR:PHZ2W8, 09.05.24/13:44        HILVERSUM",Dining,O
NL72ABNA0123456788,20240510,D,50,iDEAL,GoFundMeGroupIn,SEPA iDEAL    IBAN: NL04ADYB2017400157        BIC: ADYBNL2A Naam: GoFundMeGroupInc  Omschrijving: MT254752RL2WZGF32K NZ5 7180928578629319 Urgent appeal to evacuate Ahmed fro Kenmerk: 10-05-2024 08:59 7180928578629319,Others,M
NL72ABNA0123456788,20240511,D,19.88,Google Pay,SAFFRAAN MINIMARKET,"BEA, Google Pay       SAFFRAAN MINIMARKET,PAS304      NR:50265073, 11.05.24/17:01      ALMERE",Groceries,M
NL72ABNA0123456788,20240511,D,10.85,Google Pay,Spicebazaar,"BEA, Google Pay       Spicebazaar,PAS304   NR:N423K7, 11.05.24/17:04        ALMERE",Groceries,M
NL72ABNA0123456788,20240511,D,3.5,Google Pay,BPT*BRAINPOINT,"BEA, Google Pay       BPT*BRAINPOINT,PAS304   NR:874NF5, 11.05.24/17:11        ROTTERDAM",Dining,O
NL72ABNA0123456788,20240512,D,17.27,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:8Q304Y, 12.05.24/10:11        ALMERE",Groceries,M
NL72ABNA0123456788,20240512,D,17.98,Google Pay,H&M NL0080,"BEA, Google Pay       H&M NL0080,PAS304    NR:5XKQ03, 12.05.24/16:38        ALMERE",Clothing,O
NL72ABNA0123456788,20240512,D,22.44,Google Pay,Action 1194,"BEA, Google Pay       Action 1194,PAS304   NR:06047776, 12.05.24/14:58      Almere",Utilities,M
NL72ABNA0123456788,20240512,D,3.4,Google Pay,BCK*Ice & Co,"BEA, Google Pay       BCK*Ice & Co,PAS304  NR:CT688134, 12.05.24/17:03      ALMERE",Dining,O
NL72ABNA0123456788,20240514,D,10,iDEAL,Tikkie,SEPA iDEAL    IBAN: NL61ABNA0811086593        BIC: ABNANL2A Naam: Tikkie Omschrijving: 000828422140 00300 16669971084 van der Linde NL68INGB0007101330 Tikkie   Kenmerk: 14-05-2024 07:41 0030016669971084,Others,M
NL72ABNA0123456788,20240514,D,5.42,Google Pay,ABN AMRO Amstelveen,"BEA, Google Pay       ABN AMRO Amstelveen,PAS304      NR:075817EQ, 14.05.24/12:09      AMSTELVEEN",Dining,O
NL72ABNA0123456788,20240515,D,700,SEPA OVERBOEKING,Unknown,SEPA Overboeking      IBAN: NL21ABNA0249151187        BIC: ABNANL2A Naam: s s singh,Others,M
NL72ABNA0123456788,20240515,D,75.59,Debit Card,AUTORADAM ALMERE OOST,"BEA, Betaalpas        AUTORADAM ALMERE OOST,PAS304    NR:21685463, 15.05.24/13:34      ALMERE",Utilities,M
NL72ABNA0123456788,20240515,D,18.24,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:N420T2, 15.05.24/17:55        ALMERE",Groceries,M
NL72ABNA0123456788,20240516,D,19.59,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:98DD41, 16.05.24/17:15        ALMERE",Groceries,M
NL72ABNA0123456788,20240517,D,72.97,SEPA Incasso,Unknown,SEPA Incasso algemeen doorlopend Incassant: NL66ZZZ290379290000  Naam: Allianz Direct Vers./Allia nz Direct Netherlands   Machtiging: 01DN0000000000000000 000000000266631      Omschrijving: DN110274701        IBAN: DE90700202700020129028    Kenmerk: ACB24135-E29791854,Others,M
NL72ABNA0123456788,20240517,D,19.98,iDEAL,Dominos ,SEPA iDEAL    IBAN: NL04ADYB2017400157        BIC: ADYBNL2A Naam: Dominos        Omschrijving: K4F4LP6BKX35GCF6JG 0S 7180557072667704 2125cda6-625f-4931-b626-ee1585befe5  Kenmerk: 17-05-2024 12:07 7180557072667704,Dining,O
NL72ABNA0123456788,20240517,D,66,iDEAL,V.O.F. Kiosk Koppers via,SEPA iDEAL    IBAN: NL51DEUT0265262461        BIC: DEUTNL2A Naam: V.O.F. Kiosk Koppers via Stichting Mollie Payments Omschrijving: M06074504MKGLRN5 1152198144789420 Reservering: 400 56        Kenmerk: 17-05-2024 17:51 115219,Others,M
NL72ABNA0123456788,20240517,D,22.35,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:8Q304Y, 17.05.24/18:18        ALMERE",Groceries,M
NL72ABNA0123456788,20240518,D,20,Debit Card,BCK*Rondvaart Zuideind,"BEA, Betaalpas        BCK*Rondvaart Zuideind,PAS304   NR:80012513, 18.05.24/09:59      Giethoorn",Entertainment,O
NL72ABNA0123456788,20240518,D,2.64,Debit Card,Spar Hoefnagel Ens,"BEA, Betaalpas        Spar Hoefnagel Ens,PAS304       NR:153DJB, 18.05.24/13:19        NAGELE",Utilities,M
NL72ABNA0123456788,20240518,D,6.5,Google Pay,PRIMARK ALMERE,"BEA, Google Pay       PRIMARK ALMERE,PAS304   NR:23938884, 18.05.24/17:21      ALMERE",Clothing,O
NL72ABNA0123456788,20240518,D,14.99,Google Pay,DIRCK III FIL 2875,"BEA, Google Pay       DIRCK III FIL 2875,PAS304       NR:423D02, 18.05.24/18:31        HOOFDDORP",Groceries,M
NL72ABNA0123456788,20240519,D,41.71,Google Pay,Vomar Filmwijk,"BEA, Google Pay       Vomar Filmwijk,PAS304   NR:03MC04, 19.05.24/10:52        ALMERE",Groceries,M
NL72ABNA0123456788,20240519,D,1.57,Google Pay,Action 1194,"BEA, Google Pay       Action 1194,PAS304   NR:06059077, 19.05.24/10:40      Almere",Utilities,M
NL72ABNA0123456788,20240519,D,15.49,Google Pay,Kruidvat 3280,"BEA, Google Pay       Kruidvat 3280,PAS304 NR:QX28FK, 19.05.24/12:45        ALMERE",Healthcare,M
NL72ABNA0123456788,20240519,D,15.08,Debit Card,Potae Almere,"BEA, Betaalpas        Potae Almere,PAS304  NR:04715514, 19.05.24/10:58      Almere",Dining,O
NL72ABNA0123456788,20240520,D,10,Google Pay,VOF LEMMERMAN,"BEA, Google Pay       VOF LEMMERMAN,PAS304 NR:90339437, 20.05.24/17:34      APELDOORN",Others,M
NL72ABNA0123456788,20240520,C,50,SEPA OVERBOEKING,Unknown,SEPA Overboeking      IBAN: NL27ABNA0123456789        BIC: ABNANL2A Naam: PK SINGH,Others,M
NL72ABNA0123456788,20240520,D,20.9,Google Pay,SAFFRAAN MINIMARKET,"BEA, Google Pay       SAFFRAAN MINIMARKET,PAS304      NR:50265073, 20.05.24/17:55      ALMERE",Dining,O
NL72ABNA0123456788,20240520,D,2.1,Google Pay,SAFFRAAN MINIMARKET,"BEA, Google Pay       SAFFRAAN MINIMARKET,PAS304      NR:50265073, 20.05.24/17:57      ALMERE",Dining,O
NL72ABNA0123456788,20240521,C,649,SEPA OVERBOEKING,Unknown,SEPA Overboeking      IBAN: NL86INGB0002445588        BIC: INGBNL2A Naam: BELASTINGDIENST   Omschrijving: MAAND JUN. NR. 524 962820T400001 VOORSCHOT KINDEROPVANG 2024 (SINGH ) MEER INFO OP  WWW.TOESLAGEN.NL     Kenmerk: COAXX655390867202405151,Others,M
NL72ABNA0123456788,20240521,D,100,SEPA OVERBOEKING,Unknown,SEPA Overboeking      IBAN: NL21ABNA0249151187        BIC: ABNANL2A Naam: s s singh,Others,M
NL72ABNA0123456788,20240521,D,100,SEPA OVERBOEKING,Unknown,SEPA Overboeking      IBAN: NL27ABNA0123456789        BIC: ABNANL2A Naam: PK SINGH,Others,M
NL72ABNA0123456788,20240521,D,110,SEPA OVERBOEKING,Unknown,SEPA Overboeking      IBAN: NL90RABO0322862159        BIC: RABONL2U Naam: Euro count consultancy    Omschrijving: reference- 3288,Others,M
NL72ABNA0123456788,20240521,D,5.3,Credit Card,Unknown,"ABN AMRO Bank N.V.    Basic Package    3,25CreditCard       2,05",Others,M
NL72ABNA0123456788,20240522,D,3.99,SEPA Incasso,Unknown,SEPA Incasso algemeen doorlopend Incassant: NL17ZZZ687259650000  Naam: RING.COM        Machtiging: 3HWR6SDALIC5CARU    Omschrijving: RING MONTHLY PLAN  IBAN: IE30CITI99005132956548    Kenmerk: STR16NAQ8WCYMR66UIYRBRA NLQLZBTITFZ,Others,M
NL72ABNA0123456788,20240522,D,18.25,Google Pay,CCV*Kwaliteitsvishande,"BEA, Google Pay       CCV*Kwaliteitsvishande,PAS304   NR:CT846692, 22.05.24/16:09      BUNSCHOTEN SP",Dining,O
NL72ABNA0123456788,20240522,D,21.26,Google Pay,Kruidvat 7544,"BEA, Google Pay       Kruidvat 7544,PAS304 NR:21TD2H, 22.05.24/16:28        ALMERE",Healthcare,M
NL72ABNA0123456788,20240522,D,6.78,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:584LN9, 22.05.24/17:00        ALMERE",Groceries,M
NL72ABNA0123456788,20240524,C,5120.76,SEPA OVERBOEKING,Unknown,SEPA Overboeking      BIC: ABNANL2A        ABN AMRO Bank Omschrijving: Salarisrekening   Kenmerk: NOTPROVIDED,Others,M
NL72ABNA0123456788,20240524,D,250,SEPA Incasso,Unknown,SEPA Incasso algemeen doorlopend Incassant: NL47ZZZ524034240000  Naam: Nationale Nederlanden Bank Machtiging: 99674    IBAN: NL97NNBA2001121164 Kenmerk: 4731536,Others,M
NL72ABNA0123456788,20240524,D,10.66,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:8Q304Y, 24.05.24/17:27        ALMERE",Groceries,M
NL72ABNA0123456788,20240525,D,37.9,Google Pay,Sp.2000 Sportpaleis,"BEA, Google Pay       Sp.2000 Sportpaleis,PAS304      NR:PP1701, 25.05.24/12:07        ALMERE",Healthcare,M
NL72ABNA0123456788,20240525,D,25.99,Debit Card,ETOS 7433,"BEA, Betaalpas        ETOS 7433,PAS304     NR:0B6T26, 25.05.24/12:12        ALMERE",Healthcare,M
NL72ABNA0123456788,20240525,D,15.25,Google Pay,Hema EV083,"BEA, Google Pay       Hema EV083,PAS304    NR:017B98, 25.05.24/12:59        ALMERE",Clothing,O
NL72ABNA0123456788,20240525,D,3.5,Google Pay,Robin en Kees AGF,"BEA, Google Pay       Robin en Kees AGF,PAS304        NR:JGL5Q5, 25.05.24/13:33        ENKHUIZEN",Groceries,M
NL72ABNA0123456788,20240526,D,19.9,Google Pay,PAY.nl*Optisport Almer,"BEA, Google Pay       PAY.nl*Optisport Almer,PAS304   NR:8LNB2K, 26.05.24/11:28        TILBURG",Entertainment,O
NL72ABNA0123456788,20240526,D,0.5,Google Pay,PAY.nl*Optisport Almer,"BEA, Google Pay       PAY.nl*Optisport Almer,PAS304   NR:8LNB2K, 26.05.24/11:29        TILBURG",Entertainment,O
NL72ABNA0123456788,20240526,D,7.75,Google Pay,PAY.nl*Optisport Almer,"BEA, Google Pay       PAY.nl*Optisport Almer,PAS304   NR:8LNB2K, 26.05.24/11:34        TILBURG",Entertainment,O
NL72ABNA0123456788,20240526,D,14.6,Google Pay,PAY.nl*Optisport Almer,"BEA, Google Pay       PAY.nl*Optisport Almer,PAS304   NR:QC781C, 26.05.24/12:40        TILBURG",Entertainment,O
NL72ABNA0123456788,20240526,D,45.36,Google Pay,Vomar Filmwijk,"BEA, Google Pay       Vomar Filmwijk,PAS304   NR:03MC02, 26.05.24/17:08        ALMERE",Groceries,M
NL72ABNA0123456788,20240527,D,297.73,SEPA Incasso,Unknown,SEPA Incasso algemeen doorlopend Incassant: NL10ZZZ302086370000  Naam: ZILVEREN KRUIS ZORG        Machtiging: 1360000570234       Omschrijving: Premie Zilveren Kr uis Relatienummer 191247200 Periode 01-06-2024 - 01-07-2024      IBAN: NL20ABNA0482318538        Kenmerk: 495036938942,Others,M
NL72ABNA0123456788,20240527,D,38.5,SEPA Incasso,Unknown,SEPA Incasso algemeen doorlopend Incassant: NL29ZZZ501527690000  Naam: Stichting Pay.nl   Machtiging: IO-9194-2981-4380   Omschrijving: Pay.nl inzake RM P ersonal Trainers / Referentie: T-baaaktlK / RM Personal Trainers  / IO-9194-2981-4380 IBAN: NL35RABO0117713678,Others,M
NL72ABNA0123456788,20240527,D,14,SEPA Incasso,Unknown,"SEPA Incasso algemeen doorlopend Incassant: NL84ZZZ050695810000  Naam: VITENS NV       Machtiging: 000003246547        Omschrijving: Factuurnr 13530045 7095, Klantnr 1011917362 BTW 1,16, 1326 RR 50,, Termijnfactuur A PR        IBAN: NL94INGB0000869000",Others,M
NL72ABNA0123456788,20240528,D,48.69,SEPA Incasso,Unknown,SEPA Incasso algemeen doorlopend Incassant: NL64ZZZ050580780000  Naam: ABN AMRO SCHADEV NV        Machtiging: 532469   Omschrijving: Kenmerk: 310000002 0325047 Omschrijving: Pakket + Pakketpolisnr: 52831199 + Periode : 26-05-2024 - 25-06-2024       IBAN: NL63ABNA0848824504,Others,M
NL72ABNA0123456788,20240528,D,30,SEPA Incasso,Unknown,SEPA Incasso algemeen doorlopend Incassant: NL35ZZZ273653230000  Naam: BELASTINGDIENST Machtiging: 012918090   Omschrijving: RD-782-B      28-04-2024 t/m 27-05-2024  MEER INFO WW W.BELASTINGDIENST.NL IBAN: NL86INGB0002445588,Others,M
NL72ABNA0123456788,20240528,D,7.65,Google Pay,ABN AMRO Amstelveen,"BEA, Google Pay       ABN AMRO Amstelveen,PAS304      NR:075817EQ, 28.05.24/12:03      AMSTELVEEN",Dining,O
NL72ABNA0123456788,20240529,D,35,SEPA Incasso,Unknown,"SEPA Incasso algemeen doorlopend Incassant: NL39KPN271247010001  Naam: KPN B.V.        Machtiging: M10025092740        Omschrijving: Factuur 25-05-2024 , klantnummer 9107029022, kpn.com/thuisfactuur.       IBAN: NL41INGB0000467598        Kenmerk: 000011307076255",Others,M
NL72ABNA0123456788,20240529,D,12.51,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:N420T2, 29.05.24/16:56        ALMERE",Groceries,M
NL72ABNA0123456788,20240529,D,15.65,Google Pay,Urker Viskraam,"BEA, Google Pay       Urker Viskraam,PAS304   NR:15WNJ4, 29.05.24/16:58        URK",Dining,O
NL72ABNA0123456788,20240529,D,228,iDEAL,Immigratie en Naturalisatie,SEPA iDEAL    IBAN: NL62INGB0705005283        BIC: INGBNL2A Naam: Immigratie en Naturalisatie Dienst   Omschrijving: 602672300 8153829169392517 Leges voor 602672300    Kenmerk: 29-05-2024 20:09 8153829169392517,Others,M
NL72ABNA0123456788,20240530,D,13.8,Credit Card,Unknown,SEPA Incasso algemeen doorlopend Incassant: NL13ZZZ332005960000  Naam: INT CARD SERVICES  Machtiging: E070879000019001    Omschrijving: Incasso mei 2024 b etreffende uw creditcard ICS-klantnummer 70879000019  IBAN: NL23ABNA0818769483        Kenmerk: 05219CI001026329,Fee,M
NL72ABNA0123456788,20240530,D,1236.53,SEPA Incasso,Unknown,SEPA Incasso algemeen doorlopend Incassant: NL77ZZZ342933670000  Naam: ONTV HYPOTHEEKGELDEN       Machtiging: ST10200018617790001 Omschrijving: Maandincasso voor  uw hypotheek PERIODE 05-2024    IBAN: NL95ABNA0588270288 Kenmerk: 000011580007584125NL0683,Others,M
NL72ABNA0123456788,20240531,C,72.6,SEPA OVERBOEKING,Unknown,SEPA Overboeking      IBAN: NL98INGB0000845745        BIC: INGBNL2A Naam: ZIGGO SERVICES BV Omschrijving: Terugstorting Zigg o 380821797  Kenmerk: 3217872,Others,M
NL72ABNA0123456788,20240531,D,22.39,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:98DD41, 31.05.24/17:29        ALMERE",Groceries,M
NL72ABNA0123456788,20240531,D,32,SEPA OVERBOEKING,Unknown,SEPA Overboeking      IBAN: NL71RABO0102546207        BIC: RABONL2U Naam: stichting sterrenwacht almere        Omschrijving: piyush les betaling,Others,M
NL72ABNA0123456788,20240601,D,10.7,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:584LN9, 01.06.24/08:55        ALMERE",Groceries,M
NL72ABNA0123456788,20240601,D,38.24,Google Pay,Vomar Filmwijk,"BEA, Google Pay       Vomar Filmwijk,PAS304   NR:03MC03, 01.06.24/14:46        ALMERE",Groceries,M
NL72ABNA0123456788,20240602,D,25.75,Google Pay,SAFFRAAN MINIMARKET,"BEA, Google Pay       SAFFRAAN MINIMARKET,PAS304      NR:50265073, 02.06.24/11:56      ALMERE",Groceries,M
NL72ABNA0123456788,20240602,D,23.09,Google Pay,Action 1194,"BEA, Google Pay       Action 1194,PAS304   NR:06056882, 02.06.24/10:11      Almere",Utilities,M
NL72ABNA0123456788,20240602,D,24.99,Google Pay,Scapino Almere,"BEA, Google Pay       Scapino Almere,PAS304   NR:639S02, 02.06.24/12:32        ALMERE",Clothing,O
NL72ABNA0123456788,20240602,D,0.75,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:584LN9, 02.06.24/17:14        ALMERE",Groceries,M
NL72ABNA0123456788,20240602,D,10,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:GHC6B3, 02.06.24/17:15        ALMERE",Groceries,M
NL72ABNA0123456788,20240603,D,223,SEPA Incasso,Unknown,"SEPA Incasso algemeen doorlopend Incassant: NL43B2C091055420000  Naam: Vattenfall Klantenservice  N.V.      Machtiging: M011000006034955     Omschrijving: 517704627117 Factnr 50514636959 BTW 37,55 Termijn  mei 2024 Klantnr 24510891 CRN 3014691258 Galopstraat 50 1326 RR",Others,M
NL72ABNA0123456788,20240603,D,13.62,SEPA Incasso,Unknown,SEPA Incasso algemeen doorlopend Incassant: NL47ZZZ524034240000  Naam: Nationale-Nederlanden      Machtiging: 24058919-0547586671 Omschrijving: Polisnr.: 24058919  01.06.2024 - 30.06.2024        IBAN: NL57INGB0006296331 Kenmerk: 596016243873,Others,M
NL72ABNA0123456788,20240603,D,34.3,Google Pay,CCV*Tokyo Ramen Iki su,"BEA, Google Pay       CCV*Tokyo Ramen Iki su,PAS304   NR:CT630769, 03.06.24/12:49      AMSTELVEEN",Dining,O
NL72ABNA0123456788,20240605,D,19.4,Google Pay,CCV*Kwaliteitsvishande,"BEA, Google Pay       CCV*Kwaliteitsvishande,PAS304   NR:CT846687, 05.06.24/14:40      BUNSCHOTEN SP",Dining,O
NL72ABNA0123456788,20240605,D,36.5,iDEAL,Hr R Ram via ING Betaalverzoek,SEPA iDEAL    IBAN: NL10INGB0005300114        BIC: INGBNL2A Naam: Hr R Ram via ING Betaalverzoek       Omschrijving: NL13INGB0705105008 7051009481101676 2024 Hr R Ram  Kenmerk: 05-06-2024 14:57 7051009481101676,Others,M
NL72ABNA0123456788,20240605,D,1.75,Google Pay,BPT*BRAINPOINT,"BEA, Google Pay       BPT*BRAINPOINT,PAS304   NR:874NF5, 05.06.24/15:01        ROTTERDAM",Dining,O
NL72ABNA0123456788,20240605,D,12.43,Google Pay,Vomar Filmwijk,"BEA, Google Pay       Vomar Filmwijk,PAS304   NR:03MC01, 05.06.24/17:53        ALMERE",Groceries,M
NL72ABNA0123456788,20240606,D,1.14,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:8Q304Y, 06.06.24/12:16        ALMERE",Groceries,M
NL72ABNA0123456788,20240607,D,526.35,iDEAL,Bunq B.V.,SEPA iDEAL    IBAN: NL78BUNQ2291284258        BIC: BUNQNL2A Naam: Bunq B.V.      Omschrijving: bexp9fhq 014000088 0506467 NL85BUNQ2088955615 Kouhkouh        Kenmerk: 07-06-2024 10:53 0140000880506467,Others,M
NL72ABNA0123456788,20240607,D,15.25,Google Pay,ALBERT HEIJN 2242,"BEA, Google Pay       ALBERT HEIJN 2242,PAS304        NR:JX15L9, 07.06.24/17:29        ALMERE",Groceries,M
NL72ABNA0123456788,20240608,D,5,iDEAL,Tikkie,SEPA iDEAL    IBAN: NL61ABNA0811086593        BIC: ABNANL2A Naam: Tikkie Omschrijving: 000842993034 00300 16843333266 Jain NL16ABNA0103838287 Tikkie    Kenmerk: 08-06-2024 17:16 0030016843333266,Others,M
NL72ABNA0123456788,20240609,D,15,Google Pay,Club Pellikaan Almere,"BEA, Google Pay       Club Pellikaan Almere,PAS304    NR:RP0ZH9, 09.06.24/09:07        ALMERE",Healthcare,M
NL72ABNA0123456788,20240609,D,37.5,Google Pay,Vomar Filmwijk,"BEA, Google Pay       Vomar Filmwijk,PAS304   NR:03MC03, 09.06.24/15:56        ALMERE",Groceries,M
